Filename,Species,Plant,Obs,Photo,Ci,CO2R,Cond,VPD
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,10,1.4699049502212729,31.25757081030726,40.01071548461914,0.35737273379398127,2.761251710325305
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,11,0.9005230980704231,24.49151656839677,30.028366088867188,0.35299771305664795,2.751683138285007
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,12,23.65418460423688,261.8407518597827,399.9689636230469,0.3441977088215673,2.7464167711635383
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,13,23.879492362340645,248.1463936450806,399.959228515625,0.30937424037267747,2.728589246793199
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,14,28.984741126965616,293.5822302672853,499.91607666015625,0.26960539025945074,2.704181002000114
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,15,33.682469479188676,409.13333910001165,649.81463623046875,0.2708969601057069,2.6986851487439707
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,16,38.37757716043457,492.88334065005944,800.1114501953125,0.23822675179504527,2.6831487232065703
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,17,43.915939629077315,599.5093665901999,999.9756469726564,0.20525034487030605,2.661264979875879
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,18,45.72363145786906,825.3715733690793,1249.9610595703125,0.2038734095359075,2.6546964627192793
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,19,47.229926656591005,1091.3052443435215,1550.0223388671875,0.19694344899046176,2.647979904996828
2022-02-20 AL cristatu ACi5_ leaf area.xlsx,cristatus,5,20,18.776398120300858,235.0862062661739,399.9524536132813,0.21328438799206645,2.6565530923227487
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,1,27.25102379627396,257.12856806480056,399.99118041992193,0.39815353563441935,2.872970049278811
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,2,26.477137888127885,262.8466029330681,399.9876403808594,0.40556213847913175,2.8743339147643856
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,3,20.84455641760159,195.5608659126348,299.8896789550781,0.4223972641816112,2.881892625609762
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,4,14.08756030942495,131.6487921333957,200.0247039794922,0.4396517616735401,2.8903362115577327
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,5,10.496380611292349,100.45349550585443,150.04473876953125,0.45638514055794493,2.8986048730550102
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,6,6.488960573691265,69.84331884592498,100.04987335205078,0.46979160725136465,2.905085281306747
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,7,4.167440966225222,50.81414782182175,70.00003814697266,0.48219145241900574,2.9102323087758704
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,8,3.4898263858000194,44.36173983099208,60.137298583984375,0.4961722263323074,2.914263402406592
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,9,2.664923358701357,38.004752141222845,50.050289154052734,0.5026739452030451,2.9174704795569997
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,10,1.83283216273594,31.723756256358453,40.06535720825195,0.5106401182700225,2.9209655968712176
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,11,1.0045298762492978,25.338567127385872,30.074968338012695,0.5180823909275402,2.9239705910986524
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,12,26.320195164256862,286.1979964310178,399.9801025390625,0.5199722377407312,2.9194312053654574
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,13,27.403887228914375,280.7306126478952,399.95706176757807,0.5128254320290268,2.91506878926215
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,14,31.79127680022598,360.04591402695365,500.089111328125,0.5087896196645014,2.9115385137755365
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,15,35.72915925995966,485.259292114565,650.01153564453125,0.4870951575520534,2.901538166416911
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,16,37.949446170436374,613.7518842878121,800.04180908203125,0.45616591361927417,2.8842627588648755
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,17,39.148960520788435,790.4367703603251,999.9434204101564,0.4169891471957986,2.859722928939562
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,18,39.77097989123194,1015.123088813509,1250.038818359375,0.37736003225678527,2.8349224049656185
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,19,39.872137598240144,1288.3706942984695,1550.1536865234375,0.3395091056790506,2.8083635466156993
2022-02-20 AL cristatu ACi6_ leaf area.xlsx,cristatus,6,20,22.605333992419027,263.0691321183356,399.87591552734375,0.3366969131817554,2.8086427965327165
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,1,23.809089425494356,237.1272068592779,399.9563293457031,0.27833693243552654,2.8244078934722348
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,2,24.221367168226944,241.35555092474215,399.87115478515625,0.2930967470934183,2.828857312409018
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,3,18.611375302497695,180.85085330808295,300.1103515625,0.300190908178423,2.830653571759103
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,4,12.301374219138747,122.99792363642035,200.0812530517578,0.3086867014891492,2.832757820549727
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,5,9.133412244548735,93.7870578086366,150.01071166992188,0.3157230106811504,2.8340538492857013
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,6,5.642003057907891,65.56944743126033,100.0373306274414,0.320782007795611,2.8346096198458692
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,7,3.631967936157416,47.91050908778279,70.08234405517578,0.32363193576085175,2.834577209547453
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,8,2.773521855576251,42.96801194689411,60.01541519165039,0.3246727173013437,2.8329161377807615
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,9,2.240410207857356,36.22601753248068,50.04634094238281,0.3243172243396481,2.8308693763231276
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,10,1.605976103988462,29.976375449668087,40.04377365112305,0.3219863414618744,2.827905552192242
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,11,0.5915326405219593,25.302914722344493,29.377195358276367,0.32166859407966836,2.826598833276657
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,12,23.703703746893055,248.60962982940583,400.08303833007807,0.3026801621939661,2.815983736817492
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,13,23.780375378972657,235.23636292233175,400.0050048828125,0.2744622081266365,2.801531788855791
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,14,28.63632244966784,294.2017183412082,499.9959106445313,0.2634752828310249,2.794421564883625
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,15,34.524919093383815,387.070723616995,649.986572265625,0.2472786381811922,2.7847197549347764
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,16,38.41299356857499,479.4978041749617,799.974609375,0.22367131769173695,2.7706419559024797
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,17,41.842950799328094,615.6975119304569,999.8455810546876,0.20202351294404836,2.7571597958442
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,18,44.08522427815582,812.6862899650819,1250.0833740234375,0.1870922467345882,2.7468682539665026
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,19,45.43159003642151,1068.370690191828,1549.99853515625,0.1761110974602796,2.738797352658352
2022-02-20 AL cristatu ACi7_ leaf area.xlsx,cristatus,7,20,17.974349820487085,222.00725383896648,399.9815368652344,0.1841933532914773,2.745581918753567
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,1,23.578445640707848,248.26709495947557,400.0088806152344,0.30931649423239055,2.7151948172421543
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,2,23.9393677502487,246.0089076917634,399.9976501464844,0.30912075160767405,2.71352677194275
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,3,17.909857286680786,185.41043160275632,299.9811706542969,0.3113641076981558,2.713663658785517
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,4,11.598896539793795,126.48256110805308,200.0261077880859,0.3157408660641648,2.714976230062544
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,5,8.275540930246123,98.12877057336614,149.9208221435547,0.32233195413882815,2.7157120182490324
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,6,4.898530140083515,69.33258234106886,99.93253326416016,0.32715059497719107,2.716167765252292
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,7,2.990569980767169,51.13347679228266,69.94239807128906,0.3298201434235461,2.716559676167148
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,8,2.387167362813482,44.86484869883485,60.05184555053711,0.3281820716530332,2.7138898543705583
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,9,1.7938252806421957,38.23372112489242,49.97471618652344,0.3210426489250741,2.7091519709803107
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,10,1.1239420394602206,32.28480270068942,40.051815032958984,0.31159606498666564,2.702235604116402
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,11,0.5165996965346585,26.113516817017167,30.11318016052246,0.2995899893463528,2.693570440804353
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,12,21.803106155236105,241.99137150869785,400.0668029785156,0.26851808626331136,2.671501734955193
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,13,20.872567303239865,224.85109049690232,399.9254150390625,0.22593230312498944,2.6432594749967686
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,14,24.7346837108868,271.2256546750451,500.080810546875,0.2019240388521618,2.6249969688666317
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,15,29.926540192713663,346.54432786508363,649.962158203125,0.18233941519334157,2.6087210912519367
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,16,34.36729401765561,425.309113445323,799.9417724609375,0.16843777479063635,2.5964832935890008
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,17,39.449015157639344,547.3361915733898,999.9257202148436,0.15974683647719953,2.587460249152049
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,18,44.82567903891068,718.3155739271389,1249.9298095703125,0.15485834409570123,2.580748549710028
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,19,49.35108671209479,944.617482049801,1550.2523193359375,0.15025845774518776,2.572980116949999
2022-02-20 AL cristatu ACi8_ leaf area.xlsx,cristatus,8,20,16.206697768304696,208.69043829596,399.9225769042969,0.1541373044997586,2.5739161630071323
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,1,19.503650946292787,251.7755105159588,399.96246337890625,0.2531430313474116,3.1393829094171526
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,2,21.239374566527363,251.4395057498993,399.8804016113282,0.2780938576970536,3.198916361822994
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,3,15.753964226652846,193.88885325565744,299.97222900390625,0.2910958368406101,3.215342358461785
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,4,9.510738845475624,138.9780786899449,199.9286193847656,0.3117052228510051,3.2337312018165534
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,5,6.395961558240567,111.03151863878084,150.05227661132812,0.33484625861697337,3.2508089292841613
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,6,3.6613403713414474,88.58000373376521,110.01663208007812,0.3623959930297241,3.2667533736075276
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,7,3.02310661639108,82.90144273777321,99.948944091796875,0.38584177969401445,3.2793347829162083
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,8,2.3354157464625156,76.95923631010871,89.94905090332033,0.4029844991055492,3.2900993029156527
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,9,1.600485836303586,71.00892230841032,79.95318603515625,0.421694246047542,3.300044559013797
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,10,0.8686780155438771,64.80921595280981,69.97406768798828,0.4419699302802877,3.3080852643204564
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,11,0.011612266189220802,58.823644705504655,59.9217414855957,0.45942465071361527,3.3155195823117394
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,12,23.941353356896276,286.22844796960703,399.9623107910156,0.4512980614822859,3.3119926974823466
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,13,24.728656282065216,277.5721565461106,400.0254821777344,0.4259619044236459,3.304727908938745
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,14,30.011391884681153,344.53160869150383,500.05853271484375,0.4022989163953749,3.298697153428977
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,15,35.514516135843415,454.02976879689385,649.95892333984375,0.3734008830235857,3.2874086750872955
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,16,38.90098889382525,563.8284127893766,800.00152587890625,0.3333998800571373,3.2736990942601114
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,17,41.833308743332495,720.0610936976233,1000.0177612304688,0.29854015659256905,3.260962082048412
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,18,43.411528784838595,935.9372203210678,1250.000732421875,0.27530488898517474,3.253295993276406
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,19,45.06143473196372,1200.4874894061124,1550.12744140625,0.25644581413842976,3.245783308900427
2022-02-20 AL platypterus ACi1_ leaf area.xlsx,platypterus,1,20,19.310204906913107,257.70733163817323,399.9129333496094,0.2624514717695737,3.255392592922319
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,1,37.79718602002214,303.88343618476875,399.88031005859375,1.0254989758883024,2.4341608960905576
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,2,36.68877035199968,304.1756798141524,399.9723510742187,0.9888750352871024,2.451628429666351
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,3,28.84386522031036,221.0397469156406,299.9757995605469,0.9090161688444692,2.447472431095259
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,4,18.481794778071,148.7214655324324,199.9812469482422,0.8961159975478715,2.4589014963945375
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,5,12.958257062975964,114.48045678899216,150.01023864746094,0.9241269756197175,2.481754338770639
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,6,7.459009811356995,89.43464639699498,110.10784149169922,0.9650932789532691,2.5077179340303557
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,7,6.311211968384253,82.79063336065933,100.01031494140624,1.0095987251653062,2.529192337178756
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,8,5.108665328767025,76.08364064428017,90.02838134765625,1.0456515514575278,2.550114456059964
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,9,3.773059697061561,69.5463346027092,80.0731430053711,1.0832090900803462,2.5690876303505212
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,10,2.5385607795973737,62.54342237078538,70.02333068847656,1.1168626640049557,2.5854954055539854
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,11,1.1176875943234237,55.81597270158766,59.99380874633789,1.14271338637525,2.5980605444032694
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,12,32.48275266787616,317.33657030370955,400.01080322265625,1.0527754322645442,2.5800520461516716
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,13,32.835657907323146,298.150826545626,399.9764099121094,0.7680221870280586,2.4898304865935934
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,14,38.17060830497507,370.0901986173928,500.1020812988282,0.677597034187185,2.45813551664236
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,15,42.60813688570599,483.058706446318,649.90582275390625,0.5707849871751487,2.418282572349184
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,16,44.76791742392778,587.0943205007823,799.9273681640625,0.4492475045195176,2.365472471576548
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,17,46.366691527644015,733.0495402882601,1000.0425415039062,0.35947769230019716,2.3226123330474513
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,18,47.001128998607754,931.7937400212408,1250.024169921875,0.30158348662316437,2.291147134300205
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,19,48.33221972391187,1173.6220832907,1549.97412109375,0.260121796408113,2.2666775875142777
2022-02-23 AL forrestii ACi1_ leaf area.xlsx,forrestii,1,20,23.05235783681368,234.73482783750583,399.9319763183594,0.26518919833516497,2.2635694527121375
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,1,36.11202929526564,287.04088098370886,400.01565551757807,0.7209354330951191,2.269545011717375
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,2,37.11710479804013,286.51745170378035,399.98382568359375,0.741596046428252,2.26196851730824
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,3,29.150783980292623,214.0187843094232,299.99871826171875,0.7755253475828128,2.260021712768386
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,4,18.610606571621496,146.25333052776404,200.1372833251953,0.803576987439426,2.255810156820808
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,5,12.569474225170389,113.77679918744172,150.01318359375,0.827202793177527,2.252154615286898
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,6,7.528934108712868,87.86340652217919,109.9821319580078,0.8455744913369913,2.247295195268525
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,7,6.547675002277016,80.9176128643478,100.073974609375,0.8625863219200749,2.239703766038292
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,8,5.190999954703762,74.54519890103651,89.94295501708984,0.878737289931756,2.2314991934308783
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,9,3.969660132591276,67.91980977871759,80.01153564453125,0.8912854602382791,2.224643823041697
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,10,2.4403509661360534,61.94948571654965,70.08585357666016,0.9025336705331592,2.217031814280199
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,11,0.9876293056032541,55.61350640646161,60.03133392333984,0.9106570688041172,2.2080691075885697
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,12,36.56420420579344,301.35598464552385,400.05661010742193,0.9032395279169307,2.192154311427803
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,13,36.7260836013687,299.1590546582426,400.065185546875,0.8793381583410447,2.173796941548717
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,14,42.29683392873861,380.92212554060126,499.95608520507807,0.8645913999271638,2.1590258196923533
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,15,46.5900290765423,513.202971871722,649.92755126953125,0.845896943974623,2.142556629034225
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,16,48.21073461336819,646.430485209442,800.017822265625,0.7845118330216847,2.113385144030646
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,17,48.96555481109766,835.7865759143199,1000.1434326171876,0.7743318040805014,2.097293328185304
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,18,49.35704021314848,1068.88453291991,1250.013671875,0.7303865804607599,2.0712726372077013
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,19,50.17963762026752,1347.343198214846,1550.1658935546875,0.6831744527682219,2.0432535562047125
2022-02-23 AL forrestii ACi2_ leaf area.xlsx,forrestii,2,20,33.17069966799472,285.9265519907347,399.9669189453125,0.651643529022082,2.0232448798471014
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,1,29.234557889241024,285.8778231091043,399.95068359375,0.5704629310636892,1.9200038229971104
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,2,29.99027781617455,284.7651181916351,399.9544067382813,0.5807479536425285,1.9152522057444583
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,3,22.936155549158897,213.130774785636,300.0792236328125,0.5897118471270633,1.9096813515936373
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,4,14.26975186027116,145.9852066572046,200.01101684570312,0.5996795071858578,1.9040279448799555
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,5,9.712911819692607,112.96685813894165,149.95242309570312,0.6088298984580908,1.89893257170805
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,6,5.713528955001099,87.49208099625292,109.98627471923828,0.6163482181899976,1.8926110549795412
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,7,4.830619010848217,80.84489890115006,100.05918121337892,0.6216459179723545,1.884555655452161
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,8,3.879519908221616,74.30824353089005,90.1002655029297,0.6252513630759464,1.8759234885146725
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,9,2.8142637065314755,67.95451650452321,79.99775695800781,0.6284141553307205,1.8678032568483032
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,10,1.7734601126684022,61.620324676546346,70.0307846069336,0.6302339840052092,1.8588295726045032
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,11,0.8726050852318118,54.852072890698395,60.088958740234375,0.6277239967291967,1.8475442933463493
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,12,27.674227191335376,295.9890734794217,399.9153442382813,0.6151890664714555,1.8313751399059983
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,13,28.101978407003788,289.83077575099236,399.954833984375,0.5770070965870883,1.8028287727922143
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,14,32.66837664696461,363.99498887608047,499.9044189453125,0.5389917404225267,1.7724895810958696
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,15,37.22093899661403,482.2359101693387,650.04144287109375,0.4960968096716278,1.7379902144802035
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,16,40.519684514211754,599.9749516677427,799.9218139648436,0.4504632861336121,1.7027017667595643
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,17,42.16499251715228,768.706758588136,1000.0521240234376,0.4071702564357276,1.6668128011751104
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,18,43.464461005120846,985.599020134135,1250.0347900390625,0.3716857106451478,1.6346584378019906
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,19,44.64059182231498,1251.25043555986,1550.099609375,0.34402939154334905,1.6060366634184176
2022-02-23 AL forrestii ACi3_ leaf area.xlsx,forrestii,3,20,22.68384846723951,263.22954847017485,399.8936767578125,0.3371651822642922,1.5934448464778834
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,1,37.74831244367654,184.02748849898097,399.9828186035156,0.35334950877271587,2.6555193518283775
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,2,38.82674766698914,182.13352950303752,399.9600524902344,0.3615800874458492,2.6611817168660927
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,3,34.908957243726846,112.28864558138548,299.9895935058594,0.377558337708668,2.67288529019861
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,4,27.491780340107464,64.64198847558559,199.9347991943359,0.4194644626318744,2.700364789900719
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,5,22.70961507133686,47.59243816772872,149.9645233154297,0.4685148404737243,2.7294069543834483
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,6,16.632099245341603,28.76046980964008,99.9107894897461,0.5002888564857693,2.751287920452305
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,7,8.825825947148852,14.221201447777824,50.05751419067382,0.5355887510891394,2.7714199918998927
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,8,7.510107737287741,10.967568595944789,40.05081558227539,0.5699998868711893,2.787656021424482
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,9,5.7782830639856675,8.396901329706553,29.97732734680176,0.598737932617125,2.7961642437812406
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,10,3.7748338307291087,6.286525739054547,20.00216293334961,0.6233348974125089,2.8010020380972858
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,11,1.7810643953881424,3.7971645891935406,10.089107513427734,0.6519722123908768,2.817923680650652
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,12,37.911735722292065,260.5834153110506,399.9246520996094,0.6497408357153457,2.81570255990827
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,13,40.1491615286898,235.85960244492435,399.869140625,0.5525826934357269,2.758317799095821
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,14,40.27340911764724,211.29239374621787,399.9873046875,0.45756666331959345,2.7146825083108705
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,15,41.081310552406315,264.56649796807454,499.9224853515625,0.3567869961052192,2.652786815722138
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,16,40.89203160597487,347.040572150878,650.01873779296875,0.26351107923793654,2.5845593767775425
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,17,40.69877384618077,432.2325016418531,800.1513061523436,0.2103056886787644,2.541296971317657
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,18,40.20545569259053,570.155212665889,1000.19482421875,0.1752403988230577,2.50897561561162
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,19,41.26162413079872,764.1942952059995,1250.04541015625,0.15903016659386937,2.4913461273310533
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,20,41.20013329299456,1027.8668892063972,1550.1947021484375,0.14881424804940271,2.4532865546566898
2022-02-24 AL cistoides ACiD_ leaf area.xlsx,cistoides,D,21,33.50730957921253,174.8590779647623,399.96490478515625,0.29185538863307675,2.4911146854628603
2022-02-24 AL cistoides ACiE_ leaf area.xlsx,cistoides,E,1,35.08849956335355,147.54531078383818,400.092041015625,0.2683254648406574,2.6051478100427774
2022-02-24 AL cistoides ACiE_ leaf area.xlsx,cistoides,E,2,35.45629994458979,133.46363517905476,399.8914794921875,0.2549498117744855,2.6003943316329385
2022-02-24 AL cistoides ACiE_ leaf area.xlsx,cistoides,E,3,31.285757627873473,93.9942970060999,300.0361022949219,0.29658580701454484,2.611487731758272
